Restaurant Name,Aggregate rating,Votes,correl,
Rhinehart's Oyster Bar,4,456,,
Lulu's Chocolate Bar,4.3,456,,
Changezi Chicken,3.7,456,,
Le Dupleix,3.8,456,,
Cherry Comet,3.6,455,,
Etal The Lounge Bar,3.2,455,,
Cafe 27,3.6,455,,
Chaayos,3.9,454,,
La Vie,3.9,454,,
Burger King,3.4,452,,
City of Joy,3.9,452,,
Bunta Bar,3.9,450,,
Nayaab Haandi,4.1,449,,
Captain Grub,3.8,447,,
Chicken Inn,3.6,447,,
The Midnight Heroes,3.6,447,,
Karim's,3.3,446,,
Aroos Damascus,4.2,444,,
Haldiram's,3.9,444,,
My Spice Kitchen,3.5,443,,
Cube - Tasting Kitchen,4.9,441,,
Choo Choo Eastside,3.9,439,,
Jughead's Fast Food Corner,3.6,438,,
Pt. Gaya Prasad Shiv Charan Paranthe Wale,3.6,437,,
The Chatter House,4.2,436,,
Roka,4.6,436,,
Tucanos,4,435,,
P.F. Chang's,4.2,435,,
Mellow Mushroom,4.4,433,,
Zoeys Pizzeria,4.7,433,,
The Coop,3.6,432,,
Kabir Restaurant,3.8,432,,
Dunkin' Donuts,3.7,431,,
Basil Tree,3.4,431,,
Hungry - I,3.7,431,,
Orleans,4.1,431,,
Giuseppe's Pizza & Italian Specialities,4.1,430,,
Irish Democrat,4.4,430,,
Mangosteen Cafe,3.9,430,,
Uber Lounge,3.6,430,,
The Little Diner,3.4,430,,
Deez Biryani & Kebabs,3.5,430,,
The Big Mouth,4.3,430,,
Granite City Food & Brewery,4.1,429,,
Chin Chin,3.5,429,,
Bernardo's,4,429,,
Cafe All-Inn,3.8,429,,
Atlas World Grill,4.3,428,,
Mocha,4,428,,
Mamagoto,4.3,428,,
Sagar Gaire Fast Food,4.9,427,,
Nite Bites,3.7,427,,
KFC,3.7,427,,
Singh Ching,3.4,427,,
Nazeer Foods,3.6,427,,
Instapizza,3.6,426,,
Not Just Paranthas,2.7,426,,
Dunkin' Donuts,3.8,426,,
Burger King,3.6,426,,
Krispy Kreme,3.9,425,,
LIT Ultrabar,3.6,425,,
Adda,3.8,424,,
China Kitchen - Hyatt Regency,4,424,,
The Egg Factory,4.3,422,,
Olive Garden,4.1,422,,
Quote - The Eclectic Bar and Lounge,3.5,422,,
Sethi's Restaurant & Barbeque,3.7,422,,
Chaophraya,4.3,422,,
Nathu's Sweets,3.3,421,,
Monarch Restaurant - Holiday Inn Jaipur City Centre,4.5,420,,
The Piano Man Jazz Club,4.2,420,,
Top Breads,3.5,420,,
24/7 Restaurant - The Lalit New Delhi,3.7,419,,
Shagun,3.9,419,,
Metro Dhaba,3.8,418,,
Bone Daddies,4.6,418,,
The Coffee Bean & Tea Leaf,3.7,417,,
56 Ristorante Italiano,3.7,416,,
Delhi Club House,4.1,416,,
Burger Factory,4.8,415,,
Bisque Bakery,3.9,415,,
Swagath,3.6,415,,
Calamari,4.2,414,,
Secular House Canteen,3.8,414,,
PappaRich,4,414,,
10 Downing Street,4,413,,
Stacks And Racks,4.6,413,,
Atul Chaat Corner,3.8,413,,
Baduzzi,4.6,413,,
Fa Yian,4,412,,
Pema's,3.6,412,,
Eight - The Langham Hotel,4.7,412,,
HuHot Mongolian Grill,4,411,,
Colours by Royal Cafe - Royal Inn,4.2,411,,
Cafe Blue Tomato,3.2,411,,
Guido's Original New York Style Pizza,4.3,410,,
La Piazza - Hyatt Regency,3.9,410,,
Scorpio Cafe,3.7,410,,
Flip Burger,4.4,410,,
Masala Library,4.9,408,,
Nikashee,3.7,408,,
Yum Yum Cha,4.5,407,,
Kalsang Friends Corner,4.2,406,,
Tonico Cafe,4,406,,
Cafe 6,3.9,406,,
Hoot,3.9,405,,
Jung Bahadur Kachori Wala,4.1,405,,
Cafe Alfresco,4,404,,
Vidorra,4,404,,
Kolkata Biryani House,3.4,404,,
Lord of the Drinks Chamber,3.9,404,,
The Coffee Club,4.5,403,,
Biryani By Kilo,3.9,403,,
McDonald's,3.9,403,,
Donald's Pastry Shop,3.8,402,,
De Fontein Belgian Beer Cafe,2.3,402,,
My Bar Headquarters By Dockyard,3.9,401,,
Cafe Hera Pheri,3.8,401,,
RollsKing,3.8,401,,
Piali - The Curry Bistro,4.1,400,,
Carnatic Cafe,4.4,400,,
Tamra - Shangri-La's - Eros Hotel,4.3,400,,
Five Guys,3.8,400,,
Qureshi's Kabab Corner,4,398,,
House of Ming - The Taj Mahal Hotel,4,398,,
Hawkers,3.4,398,,
OvenFresh,4.1,397,,
Cinnabon,4.1,397,,
Taco Bell,3.6,397,,
Twigly,4.6,395,,
Harry's Bar + Cafe,3.7,395,,
The Punjabiis Restro Bar,4,395,,
Tomato's,4.1,395,,
3 Wise Monkeys,4.2,395,,
Hakkasan,4.8,395,,
Seasonal Tastes - The Westin Gurgaon,3.9,394,,
Mocha,4.6,394,,
Grand Hotel Restaurant,4.2,394,,
Shige Japanese Cuisine,4.1,393,,
Chaayos,3.8,393,,
Empire Restaurant,3.7,393,,
Deez Biryani & Kebabs,3.7,393,,
Elma's Brasserie,3.7,393,,
Wildflour Cafe + Bakery,4.4,392,,
Vinayaka Mylari,4.2,392,,
Harry's Bar + Cafe,3.6,392,,
Boombox Brewstreet,4.4,391,,
Life Caffe,3.6,391,,
Chokola,3.8,391,,
Sura Vie,3.4,391,,
Lotus Pond,4.2,391,,
Prego - The Westin Gurgaon,3.8,390,,
Cafe Brown Sugar,3.7,390,,
Remo's Maximilliano,3.8,390,,
Nibs Cafe,4.4,389,,
McDonald's,3.8,388,,
DePalma's Italian Cafe - East Side,4.1,387,,
The Sky High,4.1,387,,
Parker's,4.3,386,,
Amici Cafe,3.6,386,,
Joy Luck Moon,3.5,385,,
Rred Hot Asian Bistro,3.5,384,,
Masha,3.5,384,,
Keventers,3.9,383,,
Akbars,4.2,383,,
Chaina Ram Sindhi Confectioners,4.2,382,,
Vivo Bar and Grill,4.4,381,,
Frasers,4,381,,
Nacho Mamas Burritos,4,380,,
Devotay,4,380,,
Bait El Khetyar,4,380,,
Valarmathi Kongunaatu Samayal,4.5,380,,
Kebab Gali,3.9,380,,
Chandlers Steakhouse,3.9,379,,
Natalia's,4.2,379,,
Silver Streak,4.1,379,,
High5 Cafe & Bar,3.7,379,,
The Midnight Heroes,3.6,379,,
11th Avenue Cafe Bistro,4.1,377,,
Apache,4.1,377,,
Famous Dave's Barbecue,4.6,376,,
MoMo Caf?? - Courtyard By Marriott,3.6,375,,
Effingut Brewerkz,4.3,375,,
Viva! Argentine Cuisine,4.1,374,,
High Street Caf??,3.8,374,,
tashas,4.1,374,,
Edison: Food+Drink Lab,3.9,373,,
Mama's Buoi,3.9,373,,
Kream,4.7,373,,
Boll Weevil Cafe,3.9,372,,
Gazebo,4.1,372,,
Whipped,4.2,372,,
Diva - The Italian Restaurant,3.8,372,,
Khidmat,3.6,372,,
Side Wok,3.9,372,,
Ristorante Prego,3.1,372,,
Deez Biryani & Kebabs,3.7,371,,
The Beer Cafe,3.8,371,,
Ever Bake,4,371,,
Court Avenue Brewing Company,4.2,370,,
Flavors of Chennai,3.7,370,,
Kaveri Restaurant And Caterers,4,370,,
Texas Roadhouse,4,369,,
Chinese Corner,3.6,369,,
Chung Fa,4.3,369,,
Khidmat,3.4,369,,
Frog Hollow Tavern,4.3,368,,
Adyar Ananda Bhavan,3.5,368,,
Antares,4.2,367,,
Oh My God,3.8,367,,
MR.D - Deliciousness Delivered,3.5,367,,
Aureo Dine & Bake House,3.5,367,,
Roti Chai,4.5,367,,
PizzaExpress,3.9,366,,
Ooma,4.9,365,,
Biaggi's Ristorante Italiano,4.1,365,,
El Herradero,4.1,365,,
Red Mango,3.6,365,,
Caf?? 101,3.6,365,,
Khyen Chyen,3.7,364,,
Delhi - Kingdom of Dreams,3.7,364,,
Kake Di Hatti,3.5,364,,
Berco's,3.6,364,,
Chowringhee,3.6,364,,
Tipu Sultan,3.7,364,,
2 Bros Kitchen,3.2,364,,
China Bowl,3.9,363,,
Thakkaaram,3.6,361,,
Cafe Coffee Day The Square,3.6,361,,
Healthy Routes,4,361,,
52 Janpath,4.2,361,,
Chic Fish,3.5,361,,
Nanking,3.6,361,,
The Chop House,4,360,,
Lucianos Italian Restaurant,4.4,360,,
Asian Haus,3.9,360,,
Terra Mayaa Restaurant and Lounge,3.9,360,,
Cinnabon,3.9,360,,
Karim's,3.7,360,,
Idliss,3.4,359,,
Naivedyam,3.6,359,,
Telegram,3.5,359,,
Eat at Thai,4.6,357,,
TGI Friday's,3.9,357,,
Bombay Bhelpuri,3.9,357,,
BSGulati's Punjabi Swad,2.5,357,,
Uncle Jack's,4,356,,
Kloof Street House,4.5,356,,
Mongo The Mongolian Fire Pit,4.2,355,,
Gazebo,4,355,,
Froth On Top,3.7,355,,
Pipeline Cafe,4,355,,
Moets Stone,3.8,354,,
DePalma's Italian Cafe - Downtown,4,353,,
Country's Barbecue,4,353,,
Quaff,4.1,353,,
Nutritious Nation,3.5,352,,
Novelty Dairy & Stores,4.1,352,,
Mad Cowes Cafe,3.7,351,,
Tughlaq,3.5,351,,
Ike & Jane,4.1,350,,
2 Dog,4.2,350,,
Chopsticks,3.6,350,,
Indian Coffee House,3.4,350,,
Bun Intended,3.9,349,,
QRO Gourmeteriia BY DARK HOUSE KAFE,4.2,349,,
Flamess Restaurant & Cafe Village,3.5,349,,
Ali Baba & 41 Dishes,3.5,348,,
Zaffran Dining Experience,4.6,348,,
Ting's Red Lantern,4.2,347,,
Cafe Diva,3.9,347,,
Rollmaal,3.4,346,,
Urban Hub,3.6,346,,
Mark's City Grille,4.5,345,,
Makhan Fish and Chicken Corner,3.4,345,,
Mainland China,4.3,345,,
Desee Dakshin Coastal Cafe,4,345,,
"34, Chowringhee Lane",3.5,345,,
Barbeque Nation,4.9,345,,
Biryani Art,4.1,344,,
Churrolto,4.7,344,,
Mad Monkey,3.7,344,,
22nd Parallel,4.5,344,,
Bijoli Grill,3.7,343,,
Mocha,4,341,,
Mai Thai Restaurant,4,340,,
The Great Kabab Factory - Park Plaza,3.7,340,,
DCK- Dana Choga's Kitchen,2.7,340,,
1918 Bistro & Grill,4.4,339,,
Bandstand,3.3,339,,
Chill Ummm,3.7,338,,
Deez Biryani & Kebabs,3.7,338,,
Pindi,3.8,337,,
Din Tai Fung,4.4,336,,
Midnight Cravings Beyond Control,3.3,336,,
Peninsular Kitchen,4.2,336,,
Domino's Pizza,3.7,336,,
Chef Lee's Peking Restaurant,4,335,,
Big Jud's,4.2,334,,
Communiti,4.2,334,,
Square - Sayaji Hotel,4.3,334,,
Bikanervala,3.8,334,,
Karnataka,3.7,334,,
Yo! China,2.6,334,,
Nooba,3.8,333,,
Cafe 17,4.4,333,,
Manuel's Bread Cafe,3.8,332,,
Yo! China,3.5,332,,
The Patiala Kkitchen,3.6,332,,
Barbeque Nation,4.3,332,,
Kapoors Balle Balle,3.7,331,,
Bikanervala,3.7,331,,
Fish Streat,4,331,,
Cannon Brewpub,3.9,330,,
Chidambaram's New Madras Hotel,3.8,330,,
Pearls Regency,3.7,330,,
La Favorita,4.5,329,,
Sizzler's Ranch,3.8,328,,
Lawn Bistro,3.6,328,,
Le Club,3.5,328,,
The Creamery,4.5,328,,
Burger King,3.4,327,,
Gung The Palace,4.2,327,,
Yo! China,3.6,327,,
Taste of China,3.5,327,,
Pan Asian - Sheraton New Delhi Hotel,4.2,327,,
Rhinehart's Oyster Bar,4,326,,
Beyond Breads,3.8,326,,
Nawwarah,3.9,326,,
The Coffee Shop,4.4,326,,
Baby Dragon Bar & Restaurant,3.5,326,,
Brick Kitchen,4.3,325,,
The Yellow Chilli,4.4,325,,
Binge Restaurant,3.2,325,,
Oh So Stoned!,4.5,324,,
Wat-a-Burger!,3.6,324,,
The Mellow Mushroom,3.8,323,,
The Fisherman's Wharf,4.4,323,,
D?_ner Grill,3.7,323,,
Carnival By Tresind,4.9,322,,
Pind Balluchi,1.8,322,,
Barcelos,4,322,,
Zolocrust - Hotel Clarks Amer,4.9,322,,
Made In Punjab,4.1,322,,
MRA Bakery Sweets & Restaurant,4,322,,
Wai Yu Mun Ching,3.6,321,,
Kebab Xpress,3.5,321,,
La Quello - Mediterranean Kitchen,4.6,321,,
Our Story Bistro & Tea Room,3.9,320,,
Restaurant Gordon Ramsay,4.7,320,,
Re-Cess,4.2,319,,
Burger Hut,3.6,319,,
Leonardo Italian Mediterranean Dining,4.2,319,,
Jarryds,4.8,319,,
Haribhavanam Hotel,3.9,318,,
Thai Kitchen,4.3,317,,
The Cafe Baraco,4.4,317,,
Delhicacy,3.8,317,,
Tea Villa Cafe,3.9,317,,
Locale,4.4,317,,
Greek Village,4,316,,
Katis Restaurant,4.3,316,,
Capital Grill,3.8,316,,
The Bento Cafe,4.2,316,,
Flying Spaghetti Monster,4.4,316,,
Masala Zone,4.1,316,,
Haldiram's,3.6,315,,
NYC - Radisson Blu Plaza Delhi,4.4,315,,
Dakshin - Sheraton New Delhi Hotel,4,315,,
Le Petit Souffle,4.8,314,,
Zen Japanese Steakhouse and Sushi Bar,4.1,314,,
Kake Di Hatti,3.6,314,,
Holy Smoke,3.6,313,,
Grub House,3.5,313,,
The Breakfast Club,4.5,313,,
French Toast,4.3,312,,
Fuji Japanese Restaurant,4,312,,
Happy Hakka,3.8,312,,
Nobu,4.4,311,,
Decked Up By Garden Cafe,3.9,310,,
Mughlai Junction,3.9,310,,
Rajinder Xpress,3.8,310,,
Tybee Island Social Club,3.9,309,,
Flat Iron,4.9,309,,
The Machine Shed Restaurant,3.8,308,,
Chao Chinese Bistro - Holiday Inn Jaipur City Centre,4.3,308,,
Sagar Ratna,3.7,308,,
Litti.In,4,308,,
Barbeque Nation,4.5,307,,
The Yellow Chilli,2.7,307,,
Ten Downing Street Restaurant & Bar,4,306,,
NYC.PIE,3.8,306,,
Aroma Rest O Bar,3.6,306,,
Casa Asia,3.8,306,,
Mineority By Saby,4.2,306,,
Latitude - Vivanta By Taj,3.8,305,,
Lakhori - Haveli Dharampura,4.4,305,,
The Delhi Canteen,3.6,305,,
The Junkyard Caf??,3.8,305,,
All About Food,3.9,305,,
Dishoom,4.5,305,,
Sconyers Bar B Que,3.5,304,,
Confucius,4.1,304,,
Mama Loca,4.2,304,,
Pizza Hut,4,304,,
Raro,3.7,304,,
Tashan,4.6,304,,
Cafe Delhi Heights,4,304,,
Bar Gernika Basque Pub & Eatery,4.3,303,,
Diamond Thai Cuisine,4,303,,
Nizam's Kathi Kabab,3.8,303,,
Gung The Palace,3.7,303,,
The Masala Trail,3.9,303,,
Meritage,4.1,302,,
Mandarin Chinese Restaurant,4.5,302,,
La Plage,4.6,302,,
Punjabi by Nature,3.6,302,,
Dunkin' Donuts,3.5,302,,
Zai,3.8,302,,
Paddy's Cafe,3.7,302,,
Jain Chawal Wale,3.8,301,,
Concept,3.9,301,,
Haldiram's,3.6,301,,
Capital Craft Beer Academy,4.4,301,,
El Kiosco Mexican Restaurant,4.2,300,,
Kylin Experience,4.1,300,,
Chill'm Bar & Cafe,4.2,300,,
Shiv Tikki Wala,3.8,300,,
Cafe Illuminatii,3.6,300,,
Sufiaana,3.8,300,,
That's Y Food,4.2,299,,
Barbeque Nation,4,299,,
Angrezee Choupal,3.8,299,,
Lutyens Cocktail House,3.9,299,,
Slice of Italy,2.8,299,,
Imperfecto,3.4,299,,
Longstreet Cafe,4.3,298,,
Fat Lulu's,3.8,298,,
Cafe des Arts,3.5,298,,
Gibson's Gourmet Burgers & Ribs,4.1,298,,
Sandys Cocktails & Kitchen,3.9,297,,
Pt.Kanhaiyalal & Durga Prasad Dixit Paranthe Wale,3.6,297,,
DCK- Dana Choga's Kitchen,3.4,297,,
Wendy's,3.9,296,,
Coffee & Chai Co.,3.6,296,,
?ukura??a Sofras?,4.4,296,,
The Beer Cafe,3.5,295,,
Chor Bizarre - Hotel Broadway,3.9,295,,
Neung Roi - Radisson Blu Plaza Delhi,4.5,295,,
Bombay Brunch,4.1,295,,
The Biryani Co.,4.2,295,,
Silantro Fil-Mex,4.8,294,,
BlackStone,4.1,294,,
Escape Terrace Bar Kitchen,3.4,294,,
Starbucks,3.7,294,,
Bonefish Grill,4.1,293,,
Carrabba's Italian Grill,3.7,292,,
Goosebumps,4,292,,
Sugarama Patisserie,4.2,292,,
Office Office,3.9,291,,
Augsburg Haus,3.9,290,,
Strawberry Fields,4.1,290,,
Liquid Lounge,3.8,290,,
Open Oven,3.7,290,,
T.K'S Oriental Grill - Hyatt Regency,3.9,290,,
Dunkin' Donuts,3.6,290,,
The Grill,3.7,289,,
Rookery,4.5,289,,
Tyre Patty,3.9,289,,
Swagath,3.6,289,,
Nawras Seafood Restaurant,4.6,289,,
The Drunk House,4.2,289,,
Pizza Hut,4.6,289,,
Martin's BBQ,4.2,288,,
The Cherry Tree Cafe,4.1,288,,
Sultanat,3.7,288,,
FrenZone,3.9,288,,
The Black Cow,4.3,287,,
Henry's,4.1,287,,
Mr. Choy,3.9,287,,
Harissa Bistro,4.5,287,,
Barbeque Nation,4,286,,
Utopia,3.2,286,,
Kamal's,3.7,286,,
Flaming Chilli Pepper,3.8,286,,
Xiian,3.4,286,,
The Sizzle,4.2,286,,
Kamat,3.9,285,,
Doosri Mehfil,3.8,285,,
Mocha,4,284,,
China Club,3.8,283,,
Clay 1 Grill,3.6,283,,
1UP,3.5,282,,
Garam Dharam,3.7,282,,
Bleu Pub,3.8,281,,
SpiceKlub,4.4,281,,
Ifthar,3.8,281,,
Giri Manja's,4.2,281,,
Khana Khazana,3.7,281,,
Miann,4.9,281,,
Jerry's Burger Bar,4.4,281,,
El Fredo Pizza,4,280,,
Chickenette,3.7,280,,
Baba Au Rhum,4.5,280,,
Side Wok,3.9,280,,
Sense Of Spirits,3.9,280,,
Hao Ming,3.5,280,,
Mithapur,3.4,280,,
Cafe Foto Club,3.8,280,,
Goli Vada Pav No. 1,3.6,280,,
Grand Caf?? & Beach,3.8,280,,
Mysore Cafe,4,279,,
Mother India's Cafe,4.4,279,,
Sagar Ratna,2.7,278,,
Lord of the Drinks Meadow,4.2,278,,
Ping's Caf?? Orient,4.1,278,,
Aromas of Pind,4.2,278,,
Maamouchee @ My Way,3.5,278,,
Tikka Tonight,4,277,,
Chiyang,3.7,277,,
Cafe Coffee Day,3.4,277,,
Lady Baga,3.7,277,,
Sinciti,4,277,,
KFC,3.6,277,,
Sagar Ratna,3.2,277,,
Brothers Dhaba,3.8,276,,
ECHOES Koramangala,4.7,276,,
Indian Bistro Company,3.7,276,,
Subway,3.5,276,,
Pizza Hut,3.3,276,,
That Place,4.4,276,,
Maharaja Restaurant,3.6,275,,
Ashoka Restaurant,4.2,275,,
The Pasta Bar Veneto,3.6,275,,
The Kitchin,4.4,275,,
Zucca Pizzeria,3.5,274,,
Seasonings - The Spice Mysteries,3.9,274,,
Slice of Italy,2.6,274,,
The One - Le Meridien,3.8,273,,
Daitchi,3.5,273,,
EEST - The Westin Gurgaon,3.9,272,,
Bikanervala,3.5,272,,
1911 - The Imperial,3.9,272,,
Trattoria Fresco,4,271,,
Dunkin' Donuts,3.8,271,,
Delhi 6 - Royal Cuisine Of The Walled City,4.1,271,,
Chicago Pizza,3.4,271,,
The Garden Shed,4.2,271,,
Jamie's Italian,4.3,271,,
Heat - Edsa Shangri-La,4.4,270,,
Pho Bac,4.1,270,,
Oyster Bay,3.6,270,,
FSB,4.3,270,,
Happy Hakka,3.7,270,,
Play Pizza,3.8,270,,
Sri Sairam Parlour,4.2,270,,
Monster's Cafe,3.5,269,,
Starbucks,3.7,269,,
Bikanervala,3.7,269,,
Blue Tokai Coffee Roasters,4.4,269,,
Pizza Hut,4.1,269,,
Sangeetha Vegetarian Restaurant,3.6,268,,
The Urban Terrace,3.9,268,,
Speedy Chow,3.6,268,,
Pa Pa Ya,4.7,268,,
Subway,3.8,268,,
Hoka-Hoka Japanese Steak & Sushi,4.4,267,,
Dilli BC,4.1,267,,
The Groghead,3.4,267,,
Maharashtra Sadan,3.8,266,,
Jason Bakery,4.2,266,,
Nando's,4.2,265,,
Super Donuts,4,265,,
Cafe Al Fresco by Cantina Bodega,4.3,265,,
SKY Lounge Bar & Grill - Hotel The Royal Plaza,3.4,265,,
Baluchi - The Lalit New Delhi,3.9,265,,
Purnell's,4.5,265,,
Wood Stone,4,264,,
The Old House,3.9,264,,
Asia Central,4.2,264,,
Captain Grub,3.7,263,,
Aalishan,3.8,263,,
Masato Japanese,3.9,262,,
Pakva Lounge,3.7,262,,
Haldiram's,3.7,262,,
Karim's,2.8,261,,
Hot Breads,4.2,261,,
Cafe - Hyatt Regency,3.6,261,,
Shake Square,3.6,261,,
Pind Balluchi,2.7,261,,
Gabbar Meals,3.4,260,,
Village Restaurant,3.7,260,,
Cafe Red,3.6,260,,
Jimmy Jack's Rib Shack,4.2,259,,
Mediumwelldone,3.5,259,,
La Pino'z Pizza,4,259,,
Yellow Mirchi - Hotel City Park,3.9,259,,
RP's Restaurant,3.5,259,,
Ziu,4.1,259,,
The Spice Route - The Imperial,4,259,,
MONKS,4.2,259,,
Cent Percent The Pastry Shop,3.6,258,,
Hogshead,4.1,258,,
10 Downing Street,4,257,,
Gajalee Sea Food,3.9,257,,
The Zuree Urban Kitchen,4.4,257,,
The Chocolate Villa,3.9,257,,
Exotic Thai Restaurant,4.1,256,,
Mamma Mia - Mayfair Lagoon,4.1,256,,
Maachh Bhaat,3.4,256,,
Shanghai Salsa,4,256,,
Starbucks,3.7,256,,
Mini Mughal,3.5,256,,
The Coffee Bean & Tea Leaf,3.8,256,,
Cafe Soul Garden,4.1,255,,
Salad Days,4,255,,
Grand Plaza,3.3,255,,
La Parada,3.7,255,,
Hunter Valley,3.6,254,,
Sandwich Factory,3.9,254,,
Bluebird Diner,3.6,253,,
Richard's Kitchen & Coffee Bar,3.8,253,,
Pho King Awesome,4.1,253,,
Domino's Pizza,2.5,253,,
Taco Bell,4.2,252,,
Dunkin' Donuts,3.6,252,,
DCK- Dana Choga's Kitchen,2.9,252,,
Yo! China,2.5,252,,
Burger Dominion,3.6,251,,
Cafe Turtle,3.5,251,,
Ghalib Kabab Corner,3.9,251,,
Comesum,2.2,251,,
Dilli Treat,4.2,251,,
The Mad Teapot/The Wishing Chair,4.1,251,,
Jamie's Italian,4.1,251,,
The Catch Seafood Room & Oyster Bar,3.8,250,,
Paapi Paet,3.3,250,,
Popular Cakery,3.9,250,,
Oakwood Cafe,4.9,249,,
Burgrill,4.5,249,,
Mezzaluna,3.8,249,,
Pind Balluchi,2.8,249,,
Thaal Vaadi,3.5,249,,
Bunker,4.2,248,,
The Barbeque Company,3.8,248,,
Angels in my Kitchen,3.7,248,,
Fuji Japanese Steak House,3.9,247,,
The Chicken Dinesty,3.9,247,,
Shudh,3.1,247,,
The Tandoori Village,3.5,247,,
Cho Gao - Crowne Plaza Abu Dhabi,4.4,246,,
Love Is Cakes,4.1,246,,
Slice of Spice,4,246,,
Al Zaitoon,3.5,246,,
Room Service,3.4,246,,
Gola Sizzlers,3.4,246,,
Passage 2 India,3.8,245,,
Matchbox,4.8,245,,
Machali,4.1,245,,
28 Capri Italy,3.9,245,,
Divya's Rimpy Restaurant,3.2,245,,
Farm To Fork,4.3,244,,
Greek Corner Deli,4.3,244,,
Londoners,3.8,244,,
Pepper Kitchen,4,244,,
Uptown Cafe,3.6,244,,
Benson's Steak and Sushi,3.7,243,,
Friends Grille and Bar,3.9,243,,
Manohar Dairy And Restaurant,4.4,243,,
The Cascade Restaurant,4.1,243,,
Dunkin' Donuts,3.6,243,,
Pink Box,3.8,243,,
China Fare,3.7,243,,
The Yellow Chilli,3.9,243,,
Avec Moi Restaurant and Bar,4.3,243,,
Bottles and Barrels,4,242,,
Zabardast Indian Kitchen,4.7,242,,
Ek Bar,4.1,242,,
Prabhu Chaat Bhandar,3.2,242,,
Fidel's,4.4,242,,
Wangchuk's Ladakhi Kitchen,3.6,241,,
Eggjactly,3.7,241,,
Speedy Chow,3.2,241,,
Rice Bowl,3.7,241,,
Jamavar - The Leela Palace,3.9,241,,
Kream N Krunch,3.6,240,,
Uforia,3.5,240,,
The Smoke Factory,3.8,240,,
Turquoise Cottage - TC Original 1997,3.8,240,,
Alpha Hotel,3.7,240,,
Elite Indian Restaurant,2.4,240,,
Houndstooth Grill & Tavern,4.4,239,,
Tokyo Japanese Steakhouse & Sushi Bar,3.9,239,,
Yo! China,4.1,239,,
Chef Style,3.8,239,,
Arabian Nites,3.5,239,,
Kamboj's,2.8,239,,
Salushi,3.9,239,,
Manohar Dairy And Restaurant,4.1,238,,
KYRO,3.7,238,,
Govardhan,3.4,238,,
The Jugaad Cafe Bar,3.8,238,,
Domino's Pizza,2.5,238,,
Bridge Road Brewers,4.6,237,,
Shikhara,4.2,237,,
Pizza Hut,3.1,237,,
Punjab Sweet Corner,3.3,236,,
Hunter's Pub,4.4,235,,
Hawg Wild BBQ & Catfish House,4.1,235,,
Sagar Ratna,2.7,235,,
Karim's,3.3,235,,
Bikanervala Bliss,3.6,235,,
Mad Over Donuts,4.2,235,,
Baobab Cafe & Grill,4,235,,
McDonald's,3.4,234,,
Yes Minister - Pub & Kitchen,3.7,234,,
Drums of Heaven,3.5,234,,
Shawarma Wala,3.7,234,,
New Arjun Bombay Pav Bhaji,3.8,234,,
Suruchi,3.4,233,,
Zizo,3.9,233,,
Three Guys,4.3,233,,
Thai Pepper,4,232,,
Lulu's Waikiki,3.9,232,,
Big Fat Sandwich,3.5,232,,
Rumours,3.4,232,,
RollsKing,3.9,232,,
Life Grand Cafe,4.1,232,,
306 North Restaurant,3.9,231,,
Bombay Brasserie,4.2,231,,
Di Ghent Boulangerie,3.9,231,,
Me??hur Tavac? Recep Usta,4.5,231,,
TBistro,3.8,230,,
Circus,3.9,230,,
Uptown Fresh Beer Cafe,4.1,230,,
Amici Gourmet Pizza,3.1,230,,
Glenz Cafe N Bakers,3.8,230,,
Slice of Italy,2.3,230,,
Club Ice Cube,2,230,,
Pizza Hut,4.3,230,,
Sambo Kojin,4.8,229,,
Zaffran,4.1,229,,
Haldiram's,3.7,229,,
New Minar,3.6,229,,
Food Scouts,4.4,229,,
The Crab Shack,4.1,229,,
Salt,4.2,228,,
Lal Qila,3.7,228,,
TGI Friday's,4.3,228,,
Drool Waffles,4.2,228,,
New Town Cafe - Park Plaza,4.1,228,,
Spice Route,3.4,228,,
The Taj of India,4,227,,
Peking Chinese Restaurant,3.8,227,,
Theobroma,3.8,227,,
Sibang Bakery,4.1,227,,
Elation,3.8,227,,
Kebabs & Curries,3.7,227,,
Magadh and Awadh,4,226,,
Barbeque Nation,4.9,226,,
Beliram Degchiwala,3.5,226,,
Wok On Fire,3.9,226,,
Steel Magnolias,3.8,225,,
Sree Annapoorna,4.3,225,,
Shawarma House,3.4,225,,
Babu Ram Paranthe Wale,3.2,225,,
Boa Village,4,225,,
Rendezvous Cafe Restaurant,3.5,225,,
Sofra Istanbul,4.3,224,,
Nashta,3.7,224,,
Crave Busters,3.4,224,,
Pizza Hut,2.4,224,,
Sodam Korean Restaurant,4.3,223,,
Papouli's Mediterranean Cafe & Market,4.2,223,,
Bake N Shake,4.2,223,,
Caterspoint,4.9,223,,
Hwealthcafe,4.1,223,,
Side Wok,3.8,223,,
Cottage Caf?? by Smoothie factory,3.7,223,,
Vaishno Chat Bhandar,3.9,223,,
Lebanese Point,3.7,223,,
RDX,3.9,223,,
Khandani Pakodewala,3.7,223,,
Zest Bar and Lounge,3.4,223,,
Coffee Culture - The Ristorante Lounge,4,223,,
Chinoiserie,4.4,223,,
Buddy's Italian Restaurant,3.7,222,,
Underdoggs Sports Bar & Grill,4.4,222,,
The Yellow Chilli,3.7,222,,
Marble,4.5,222,,
Giulios Greek & Italian Restaurant,3.8,221,,
